title,year,doi,openalex_id,cited_by,is_oa,pdf_url,landing_url,venue,pipeline_stage_reached
High-throughput surface preparation for flexible slot die coated perovskite solar cells,2017,10.1016/j.orgel.2017.12.027,https://openalex.org/W2779696987,40,True,https://ars.els-cdn.com/content/image/1-s2.0-S1566119917306237-fx1_lrg.jpg,https://doi.org/10.1016/j.orgel.2017.12.027,Organic Electronics,search_only
All-Inorganic Perovskite Solar Cells: Recent Advancements and Challenges,2022,10.3390/nano12101651,https://openalex.org/W4280636605,39,True,https://www.mdpi.com/2079-4991/12/10/1651/pdf?version=1652353469,https://doi.org/10.3390/nano12101651,Nanomaterials,search_only
Eco‐friendly perovskite solar cells: From materials design to device processing and recycling,2023,10.1002/eom2.12352,https://openalex.org/W4366998404,39,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eom2.12352,https://doi.org/10.1002/eom2.12352,EcoMat,search_only
Iodine Modulates the MACl‐Assisted Growth of FAPbI<sub>3</sub> for High Efficiency Perovskite Solar Cells,2024,10.1002/aenm.202400500,https://openalex.org/W4394786497,39,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202400500,https://doi.org/10.1002/aenm.202400500,Advanced Energy Materials,search_only
A universal all-solid synthesis for high throughput production of halide perovskite,2022,10.1038/s41467-022-35122-7,https://openalex.org/W4310633711,38,True,https://www.nature.com/articles/s41467-022-35122-7.pdf,https://doi.org/10.1038/s41467-022-35122-7,Nature Communications,search_only
Life cycle assessment of inkjet printed perovskite solar cells,2022,10.1016/j.jclepro.2022.133665,https://openalex.org/W4292396068,38,True,https://ars.els-cdn.com/content/image/1-s2.0-S0959652622032437-ga1_lrg.jpg,https://doi.org/10.1016/j.jclepro.2022.133665,Journal of Cleaner Production,search_only
Research Progress of Green Solvent in CsPbBr3 Perovskite Solar Cells,2023,10.3390/nano13060991,https://openalex.org/W4323842689,38,True,https://www.mdpi.com/2079-4991/13/6/991/pdf?version=1678354053,https://doi.org/10.3390/nano13060991,Nanomaterials,search_only
"Major Impediment to Highly Efficient, Stable and Low-Cost Perovskite Solar Cells",2018,10.3390/met8110964,https://openalex.org/W2900951579,37,True,https://www.mdpi.com/2075-4701/8/11/964/pdf?version=1542627031,https://doi.org/10.3390/met8110964,Metals,search_only
Carrier photodynamics in 2D perovskites with solution-processed silver and graphene contacts for bendable optoelectronics,2021,10.1038/s41699-021-00214-3,https://openalex.org/W3136020866,37,True,https://www.nature.com/articles/s41699-021-00214-3.pdf,https://doi.org/10.1038/s41699-021-00214-3,npj 2D Materials and Applications,search_only
Electron-enriched thione enables strong Pb–S interaction for stabilizing high quality CsPbI<sub>3</sub> perovskite films with low-temperature processing,2020,10.1039/c9sc06574a,https://openalex.org/W3006349428,37,True,https://pubs.rsc.org/en/content/articlepdf/2020/sc/c9sc06574a,https://doi.org/10.1039/c9sc06574a,Chemical Science,search_only
Droplet Manipulation and Crystallization Regulation in Inkjet-Printed Perovskite Film Formation,2022,10.31635/ccschem.022.202101583,https://openalex.org/W4206560957,35,True,,https://doi.org/10.31635/ccschem.022.202101583,CCS Chemistry,search_only
Advanced Strategies to Tailor the Nucleation and Crystal Growth in Hybrid Halide Perovskite Thin Films,2022,10.3389/fchem.2022.842924,https://openalex.org/W4224101315,35,True,https://www.frontiersin.org/articles/10.3389/fchem.2022.842924/pdf,https://doi.org/10.3389/fchem.2022.842924,Frontiers in Chemistry,search_only
"Opportunities, Challenges, and Strategies for Scalable Deposition of Metal Halide Perovskite Solar Cells and Modules",2024,10.1002/aesr.202300275,https://openalex.org/W4393182226,33,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aesr.202300275,https://doi.org/10.1002/aesr.202300275,Advanced Energy and Sustainability Research,search_only
Review on flexible perovskite photodetector: processing and applications,2023,10.1007/s11465-023-0749-z,https://openalex.org/W4384073865,33,True,https://link.springer.com/content/pdf/10.1007/s11465-023-0749-z.pdf,https://doi.org/10.1007/s11465-023-0749-z,Frontiers of Mechanical Engineering,search_only
20.8% slot-die coated MAPbI3 perovskite solar cells by optimal DMSO-content and age of 2-ME based precursor inks,2020,10.21203/rs.3.rs-93765/v1,https://openalex.org/W4242375312,33,True,https://www.researchsquare.com/article/rs-93765/v1.pdf?c=1603247062000,https://doi.org/10.21203/rs.3.rs-93765/v1,,pdf_downloaded
Development of Greener and Stable Inkjet‐Printable Perovskite Precursor Inks for All‐Printed Annealing‐Free Perovskite Solar Mini‐Modules Manufacturing,2023,10.1002/smtd.202300664,https://openalex.org/W4382502101,32,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smtd.202300664,https://doi.org/10.1002/smtd.202300664,Small Methods,candidate
Selection of the ultimate perovskite solar cell materials and fabrication processes towards its industrialization: A review,2022,10.1002/ese3.1084,https://openalex.org/W4213453666,31,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ese3.1084,https://doi.org/10.1002/ese3.1084,Energy Science & Engineering,search_only
One-Step Blade Coating of Inverted Double-Cation Perovskite Solar Cells from a Green Precursor Solvent,2021,10.1021/acsaem.1c02425,https://openalex.org/W3201699960,29,True,,https://zenodo.org/record/5546583,ACS Applied Energy Materials,search_only
Stable Metal–Halide Perovskite Colloids in Protic Ionic Liquid,2022,10.31635/ccschem.022.202101629,https://openalex.org/W4210773545,28,True,,https://doi.org/10.31635/ccschem.022.202101629,CCS Chemistry,search_only
Perovskites on Ice: An Additive‐Free Approach to Increase the Shelf‐Life of Triple‐Cation Perovskite Precursor Solutions,2021,10.1002/cssc.202100332,https://openalex.org/W4230334828,28,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cssc.202100332,https://doi.org/10.1002/cssc.202100332,ChemSusChem,search_only
Gap States in Methylammonium Lead Halides: The Link to Dimethylsulfoxide?,2020,10.1002/adma.202003482,https://openalex.org/W3083173233,26,True,,https://www.osti.gov/biblio/1804149,Advanced Materials,search_only
Optical Fingerprints of Polynuclear Complexes in Lead Halide Perovskite Precursor Solutions,2021,10.1021/acs.jpclett.0c03741,https://openalex.org/W3134154414,24,True,https://arxiv.org/pdf/2012.08440,http://arxiv.org/abs/2012.08440,The Journal of Physical Chemistry Letters,search_only
Functional Materials for Fabrication of Carbon-Based Perovskite Solar Cells: Ink Formulation and Its Effect on Solar Cell Performance,2023,10.3390/ma16113917,https://openalex.org/W4378072293,21,True,https://www.mdpi.com/1996-1944/16/11/3917/pdf?version=1684921117,https://doi.org/10.3390/ma16113917,Materials,search_only
<i>D</i> <sup> 6 <i>h</i> </sup> Symmetric Radical Donor–Acceptor Nanographene Modulated Interfacial Carrier Transfer for High-Performance Perovskite Solar Cells,2022,10.31635/ccschem.022.202202433,https://openalex.org/W4309462874,15,True,,https://doi.org/10.31635/ccschem.022.202202433,CCS Chemistry,search_only
Understanding the Interfaces between Triple-Cation Perovskite and Electron or Hole Transporting Material,2020,10.1021/acsami.0c07095,https://openalex.org/W3034013536,14,True,,https://doi.org/10.1021/acsami.0c07095,ACS Applied Materials & Interfaces,search_only
Decoupling Nucleation and Growth of Crystal for DMSO‐Free Self‐Assembly Tin Perovskite Films and Their Optoelectronic Application,2025,10.1002/adfm.202420593,https://openalex.org/W4406271981,14,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202420593,https://doi.org/10.1002/adfm.202420593,Advanced Functional Materials,search_only
A Stable Aqueous SnO2 Nanoparticle Dispersion for Roll-to-Roll Fabrication of Flexible Perovskite Solar Cells,2022,10.3390/coatings12121948,https://openalex.org/W4312125834,13,True,https://www.mdpi.com/2079-6412/12/12/1948/pdf?version=1670832253,https://doi.org/10.3390/coatings12121948,Coatings,search_only
Partial Replacement of Dimethylformamide with Less Toxic Solvents in the Fabrication Process of Mixed-Halide Perovskite Films,2023,10.3390/coatings13020378,https://openalex.org/W4319598549,13,True,https://www.mdpi.com/2079-6412/13/2/378/pdf?version=1677115758,https://doi.org/10.3390/coatings13020378,Coatings,search_only
Green Solvent Enabled Perovskite Ink for Ambient‐Air‐Processed Efficient Inkjet‐Printed Perovskite Solar Cells,2025,10.1002/adfm.202503717,https://openalex.org/W4409810712,12,True,,https://doi.org/10.1002/adfm.202503717,Advanced Functional Materials,search_only
Hysteresis data of planar perovskite solar cells fabricated with different solvents,2017,10.1016/j.dib.2017.11.064,https://openalex.org/W2769080257,12,True,,https://doi.org/10.1016/j.dib.2017.11.064,Data in Brief,search_only
Co-Solvent Controllable Engineering of MA0.5FA0.5Pb0.8Sn0.2I3 Lead–Tin Mixed Perovskites for Inverted Perovskite Solar Cells with Improved Stability,2020,10.3390/en13102438,https://openalex.org/W3024172920,11,True,https://www.mdpi.com/1996-1073/13/10/2438/pdf,https://doi.org/10.3390/en13102438,Energies,search_only
Patterning of Hybrid Metal Halide Perovskite via Printed Molecular Templates,2024,10.1002/admt.202302043,https://openalex.org/W4392703694,9,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admt.202302043,https://doi.org/10.1002/admt.202302043,Advanced Materials Technologies,search_only
A synopsis of progressive transition in precursor inks development for metal halide perovskites-based photovoltaic technology,2021,10.1039/d1ta06556d,https://openalex.org/W3199216343,9,True,https://pubs.rsc.org/en/content/articlepdf/2021/ta/d1ta06556d,https://doi.org/10.1039/d1ta06556d,Journal of Materials Chemistry A,search_only
Solvent engineering enables tin-lead perovskite films with long carrier diffusion lengths and reduced tin segregation,2025,10.1038/s41467-025-63532-w,https://openalex.org/W4413804568,9,True,https://www.nature.com/articles/s41467-025-63532-w.pdf,https://doi.org/10.1038/s41467-025-63532-w,Nature Communications,search_only
Formamidinium Perovskite Deposition in Ambient Air Environment for Inverted p-i-n Solar Cells,2024,10.3390/nano14010107,https://openalex.org/W4390507143,9,True,https://www.mdpi.com/2079-4991/14/1/107/pdf?version=1704176166,https://doi.org/10.3390/nano14010107,Nanomaterials,search_only
"Transformation, reaction and organization of functional nanostructures using solution-based microreactor-assisted nanomaterial deposition for solar photovoltaics",2022,10.1557/s43581-022-00035-x,https://openalex.org/W4286615867,8,True,https://link.springer.com/content/pdf/10.1557/s43581-022-00035-x.pdf,https://doi.org/10.1557/s43581-022-00035-x,MRS Energy & Sustainability,search_only
Pb-free perovskite solar cells composed of Sn/Ge(1:1) alloyed perovskite layer prepared by spin-coating,2023,10.35848/1882-0786/acbf02,https://openalex.org/W4321766015,8,True,,http://dx.doi.org/10.35848/1882-0786/acbf02,Applied Physics Express,search_only
A Framework for Life Cycle Assessment (LCA) of Emerging Technologies at Low Technology Readiness Levels,2020,,https://openalex.org/W3031694703,6,True,https://tigerprints.clemson.edu/cgi/viewcontent.cgi?article=3646&context=all_dissertations,https://tigerprints.clemson.edu/all_dissertations/2641,TigerPrints (Clemson University),search_only
Development of High-Efficiency and High-Stability Perovskite Solar Cells with Space Environmental Resistance,2025,10.3390/en18133378,https://openalex.org/W4411709942,6,True,https://www.mdpi.com/1996-1073/18/13/3378/pdf?version=1751011688,https://doi.org/10.3390/en18133378,Energies,search_only
Weakening Solvent‐Solute Interactions for High‐Efficiency Screen‐Printed Perovskite Solar Cells,2025,10.1002/anie.202501350,https://openalex.org/W4407371774,6,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202501350,https://doi.org/10.1002/anie.202501350,Angewandte Chemie International Edition,search_only
Preferentially coordinating tin ions to suppress composition segregation for high-performance tin-lead mixed perovskite solar cells,2024,10.1016/j.nanoen.2024.110248,https://openalex.org/W4402404124,6,True,https://pure-oai.bham.ac.uk/ws/files/237505065/Manuscript-final.pdf,https://research.birmingham.ac.uk/en/publications/ea9605c3-f3aa-42fd-ac0d-4df0ac7bd3cf,Nano Energy,search_only
Photovoltaics literature survey (no. 141),2018,10.1002/pip.2995,https://openalex.org/W2793587798,5,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pip.2995,https://doi.org/10.1002/pip.2995,Progress in Photovoltaics Research and Applications,search_only
Over a Decade of Progress in Metal‐Halide Perovskite Light‐Emitting Diodes,2025,10.1002/adma.202508542,https://openalex.org/W4411714068,5,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202508542,https://doi.org/10.1002/adma.202508542,Advanced Materials,search_only
Reusable Chemically Micropatterned Substrates via Sequential Photoinitiated Thiol–Ene Reactions as a Template for Perovskite Thin-Film Microarrays,2019,10.1021/acsaelm.9b00475,https://openalex.org/W2980687315,5,True,,https://www.ncbi.nlm.nih.gov/pmc/articles/7442211,ACS Applied Electronic Materials,search_only
High‐Quality Lead Acetate–Based Ruddlesden–Popper Perovskite Films for Efficient Solar Cells,2023,10.1002/solr.202300111,https://openalex.org/W4366597156,5,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/solr.202300111,https://doi.org/10.1002/solr.202300111,Solar RRL,search_only
An intermediate phase stability for high performance of perovskite solar cells,2021,10.1016/j.matt.2021.10.014,https://openalex.org/W3209514033,5,True,http://www.cell.com/article/S2590238521005130/pdf,https://doi.org/10.1016/j.matt.2021.10.014,Matter,search_only
Comparative study of the optical and structure characteristics of CH3NH3PbI3: DMSO perovskite films with and without chlorobenzene,2021,10.1016/j.rinp.2021.104642,https://openalex.org/W3188315552,5,True,,https://doi.org/10.1016/j.rinp.2021.104642,Results in Physics,search_only
A High‐Throughput Approach to Identifying Environment‐Friendly Artificial Antisolvents for Efficient Perovskite Solar Cells,2025,10.1002/adma.202504602,https://openalex.org/W4409810745,4,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202504602,https://doi.org/10.1002/adma.202504602,Advanced Materials,search_only
Advances in Perovskite Optoelectronics: Bridging the Gap Between Laboratory and Fabrication,2020,10.1002/aenm.202000393,https://openalex.org/W3015367467,4,True,,https://hdl.handle.net/10550/76343,Advanced Energy Materials,search_only
Intermediate Phase Modulation via Bifunctional Molecular Additive for High‐Performance Quasi‐2D Perovskite Photodetectors,2024,10.1002/adfm.202412965,https://openalex.org/W4403109697,4,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202412965,https://doi.org/10.1002/adfm.202412965,Advanced Functional Materials,search_only
Scalable Fabrication of Perovskite Solar Cells with Inkjet-Printed Perovskite Absorbers Processed under Ambient Conditions,2025,10.1021/acsami.4c20567,https://openalex.org/W4409919921,4,True,,https://doi.org/10.1021/acsami.4c20567,ACS Applied Materials & Interfaces,search_only
